GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADNKE001,NAME_M,ADNKM001
"G00601","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00601",,,,,,,,"ZCTA5 00601",10816,"ZCTA5 00601",1387
"G00602","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00602",,,,,,,,"ZCTA5 00602",16079,"ZCTA5 00602",1219
"G00603","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00603",,,,,,,,"ZCTA5 00603",16804,"ZCTA5 00603",855
"G00606","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00606",,,,,,,,"ZCTA5 00606",12512,"ZCTA5 00606",2932
"G00610","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00610",,,,,,,,"ZCTA5 00610",17475,"ZCTA5 00610",1319
"G00612","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00612",,,,,,,,"ZCTA5 00612",17229,"ZCTA5 00612",1021
"G00616","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00616",,,,,,,,"ZCTA5 00616",13705,"ZCTA5 00616",1577
"G00617","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00617",,,,,,,,"ZCTA5 00617",15361,"ZCTA5 00617",1534
"G00622","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00622",,,,,,,,"ZCTA5 00622",15689,"ZCTA5 00622",3533
"G00623","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00623",,,,,,,,"ZCTA5 00623",16593,"ZCTA5 00623",1154
"G00624","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00624",,,,,,,,"ZCTA5 00624",15573,"ZCTA5 00624",1194
"G00627","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00627",,,,,,,,"ZCTA5 00627",17532,"ZCTA5 00627",1282
"G00631","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00631",,,,,,,,"ZCTA5 00631",7854,"ZCTA5 00631",2525
"G00637","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00637",,,,,,,,"ZCTA5 00637",14767,"ZCTA5 00637",1659
"G00638","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00638",,,,,,,,"ZCTA5 00638",12722,"ZCTA5 00638",1487
"G00641","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00641",,,,,,,,"ZCTA5 00641",16022,"ZCTA5 00641",880
"G00646","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00646",,,,,,,,"ZCTA5 00646",26861,"ZCTA5 00646",2325
"G00647","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00647",,,,,,,,"ZCTA5 00647",13764,"ZCTA5 00647",1787
"G00650","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00650",,,,,,,,"ZCTA5 00650",14611,"ZCTA5 00650",1431
"G00652","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00652",,,,,,,,"ZCTA5 00652",17500,"ZCTA5 00652",3118
"G00653","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00653",,,,,,,,"ZCTA5 00653",13593,"ZCTA5 00653",1375
"G00656","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00656",,,,,,,,"ZCTA5 00656",15037,"ZCTA5 00656",1430
"G00659","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00659",,,,,,,,"ZCTA5 00659",18687,"ZCTA5 00659",1258
"G00660","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00660",,,,,,,,"ZCTA5 00660",20598,"ZCTA5 00660",1806
"G00662","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00662",,,,,,,,"ZCTA5 00662",16016,"ZCTA5 00662",833
"G00664","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00664",,,,,,,,"ZCTA5 00664",15922,"ZCTA5 00664",2072
"G00667","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00667",,,,,,,,"ZCTA5 00667",13222,"ZCTA5 00667",1386
"G00669","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00669",,,,,,,,"ZCTA5 00669",12009,"ZCTA5 00669",962
"G00670","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00670",,,,,,,,"ZCTA5 00670",14031,"ZCTA5 00670",1964
"G00674","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00674",,,,,,,,"ZCTA5 00674",18135,"ZCTA5 00674",1297
"G00676","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00676",,,,,,,,"ZCTA5 00676",14374,"ZCTA5 00676",965
"G00677","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00677",,,,,,,,"ZCTA5 00677",16792,"ZCTA5 00677",1209
"G00678","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00678",,,,,,,,"ZCTA5 00678",15347,"ZCTA5 00678",1303
"G00680","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00680",,,,,,,,"ZCTA5 00680",14567,"ZCTA5 00680",776
"G00682","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00682",,,,,,,,"ZCTA5 00682",15363,"ZCTA5 00682",1322
"G00683","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00683",,,,,,,,"ZCTA5 00683",14913,"ZCTA5 00683",1295
"G00685","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00685",,,,,,,,"ZCTA5 00685",14343,"ZCTA5 00685",1255
"G00687","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00687",,,,,,,,"ZCTA5 00687",16536,"ZCTA5 00687",1655
"G00688","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00688",,,,,,,,"ZCTA5 00688",14213,"ZCTA5 00688",1649
"G00690","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00690",,,,,,,,"ZCTA5 00690",20274,"ZCTA5 00690",3507
"G00692","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00692",,,,,,,,"ZCTA5 00692",17987,"ZCTA5 00692",1428
"G00693","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00693",,,,,,,,"ZCTA5 00693",17156,"ZCTA5 00693",1214
"G00694","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00694",,,,,,,,"ZCTA5 00694",11198,"ZCTA5 00694",3762
"G00698","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00698",,,,,,,,"ZCTA5 00698",14766,"ZCTA5 00698",1252
"G00703","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00703",,,,,,,,"ZCTA5 00703",14680,"ZCTA5 00703",1263
"G00704","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00704",,,,,,,,"ZCTA5 00704",13756,"ZCTA5 00704",2316
"G00705","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00705",,,,,,,,"ZCTA5 00705",17238,"ZCTA5 00705",1452
"G00707","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00707",,,,,,,,"ZCTA5 00707",19541,"ZCTA5 00707",2736
"G00714","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00714",,,,,,,,"ZCTA5 00714",15349,"ZCTA5 00714",1590
"G00715","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00715",,,,,,,,"ZCTA5 00715",12027,"ZCTA5 00715",1945
"G00716","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00716",,,,,,,,"ZCTA5 00716",18331,"ZCTA5 00716",1530
"G00717","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00717",,,,,,,,"ZCTA5 00717",11664,"ZCTA5 00717",1165
"G00718","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00718",,,,,,,,"ZCTA5 00718",18614,"ZCTA5 00718",1424
"G00719","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00719",,,,,,,,"ZCTA5 00719",17686,"ZCTA5 00719",1929
"G00720","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00720",,,,,,,,"ZCTA5 00720",14144,"ZCTA5 00720",1045
"G00723","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00723",,,,,,,,"ZCTA5 00723",13284,"ZCTA5 00723",1240
"G00725","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00725",,,,,,,,"ZCTA5 00725",19961,"ZCTA5 00725",1066
"G00727","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00727",,,,,,,,"ZCTA5 00727",29995,"ZCTA5 00727",1487
"G00728","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00728",,,,,,,,"ZCTA5 00728",16949,"ZCTA5 00728",666
"G00729","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00729",,,,,,,,"ZCTA5 00729",20574,"ZCTA5 00729",1278
"G00730","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00730",,,,,,,,"ZCTA5 00730",15097,"ZCTA5 00730",964
"G00731","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00731",,,,,,,,"ZCTA5 00731",15141,"ZCTA5 00731",1803
"G00735","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00735",,,,,,,,"ZCTA5 00735",20925,"ZCTA5 00735",2275
"G00736","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00736",,,,,,,,"ZCTA5 00736",20760,"ZCTA5 00736",1035
"G00738","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00738",,,,,,,,"ZCTA5 00738",19708,"ZCTA5 00738",1460
"G00739","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00739",,,,,,,,"ZCTA5 00739",23266,"ZCTA5 00739",1537
"G00740","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00740",,,,,,,,"ZCTA5 00740",13750,"ZCTA5 00740",3441
"G00741","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00741",,,,,,,,"ZCTA5 00741",21690,"ZCTA5 00741",4973
"G00745","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00745",,,,,,,,"ZCTA5 00745",22577,"ZCTA5 00745",1601
"G00751","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00751",,,,,,,,"ZCTA5 00751",15091,"ZCTA5 00751",1747
"G00754","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00754",,,,,,,,"ZCTA5 00754",16571,"ZCTA5 00754",1208
"G00757","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00757",,,,,,,,"ZCTA5 00757",15674,"ZCTA5 00757",2135
"G00765","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00765",,,,,,,,"ZCTA5 00765",17934,"ZCTA5 00765",3695
"G00766","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00766",,,,,,,,"ZCTA5 00766",17611,"ZCTA5 00766",1212
"G00767","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00767",,,,,,,,"ZCTA5 00767",15666,"ZCTA5 00767",1848
"G00769","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00769",,,,,,,,"ZCTA5 00769",18390,"ZCTA5 00769",1040
"G00771","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00771",,,,,,,,"ZCTA5 00771",18827,"ZCTA5 00771",1714
"G00772","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00772",,,,,,,,"ZCTA5 00772",16734,"ZCTA5 00772",1269
"G00773","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00773",,,,,,,,"ZCTA5 00773",18170,"ZCTA5 00773",1620
"G00775","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00775",,,,,,,,"ZCTA5 00775",18547,"ZCTA5 00775",3168
"G00777","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00777",,,,,,,,"ZCTA5 00777",19229,"ZCTA5 00777",1375
"G00778","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00778",,,,,,,,"ZCTA5 00778",29317,"ZCTA5 00778",3198
"G00780","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00780",,,,,,,,"ZCTA5 00780",22090,"ZCTA5 00780",2253
"G00782","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00782",,,,,,,,"ZCTA5 00782",12757,"ZCTA5 00782",1094
"G00783","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00783",,,,,,,,"ZCTA5 00783",14863,"ZCTA5 00783",1391
"G00784","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00784",,,,,,,,"ZCTA5 00784",16141,"ZCTA5 00784",852
"G00786","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00786",,,,,,,,"ZCTA5 00786",17039,"ZCTA5 00786",7117
"G00791","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00791",,,,,,,,"ZCTA5 00791",19175,"ZCTA5 00791",1067
"G00794","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00794",,,,,,,,"ZCTA5 00794",14238,"ZCTA5 00794",1297
"G00795","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00795",,,,,,,,"ZCTA5 00795",18863,"ZCTA5 00795",1097
"G00901","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00901",,,,,,,,"ZCTA5 00901",16870,"ZCTA5 00901",2826
"G00906","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00906",,,,,,,,"ZCTA5 00906",34625,"ZCTA5 00906",27962
"G00907","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00907",,,,,,,,"ZCTA5 00907",29758,"ZCTA5 00907",3698
"G00909","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00909",,,,,,,,"ZCTA5 00909",15540,"ZCTA5 00909",1752
"G00911","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00911",,,,,,,,"ZCTA5 00911",30877,"ZCTA5 00911",2734
"G00912","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00912",,,,,,,,"ZCTA5 00912",18473,"ZCTA5 00912",2116
"G00913","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00913",,,,,,,,"ZCTA5 00913",6478,"ZCTA5 00913",1507
"G00915","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00915",,,,,,,,"ZCTA5 00915",13332,"ZCTA5 00915",1053
"G00917","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00917",,,,,,,,"ZCTA5 00917",14371,"ZCTA5 00917",1266
"G00918","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00918",,,,,,,,"ZCTA5 00918",22405,"ZCTA5 00918",3470
"G00920","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00920",,,,,,,,"ZCTA5 00920",25000,"ZCTA5 00920",2330
"G00921","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00921",,,,,,,,"ZCTA5 00921",18272,"ZCTA5 00921",1482
"G00923","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00923",,,,,,,,"ZCTA5 00923",14773,"ZCTA5 00923",1163
"G00924","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00924",,,,,,,,"ZCTA5 00924",18543,"ZCTA5 00924",1247
"G00925","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00925",,,,,,,,"ZCTA5 00925",10332,"ZCTA5 00925",1788
"G00926","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00926",,,,,,,,"ZCTA5 00926",32636,"ZCTA5 00926",2248
"G00927","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00927",,,,,,,,"ZCTA5 00927",30507,"ZCTA5 00927",4445
"G00934","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00934",,,,,,,,"ZCTA5 00934",65938,"ZCTA5 00934",19266
"G00936","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00936",,,,,,,,"ZCTA5 00936",,"ZCTA5 00936",
"G00949","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00949",,,,,,,,"ZCTA5 00949",24400,"ZCTA5 00949",1011
"G00950","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00950",,,,,,,,"ZCTA5 00950",,"ZCTA5 00950",
"G00951","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00951",,,,,,,,"ZCTA5 00951",,"ZCTA5 00951",
"G00952","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00952",,,,,,,,"ZCTA5 00952",17697,"ZCTA5 00952",2000
"G00953","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00953",,,,,,,,"ZCTA5 00953",30278,"ZCTA5 00953",1629
"G00956","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00956",,,,,,,,"ZCTA5 00956",22411,"ZCTA5 00956",834
"G00957","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00957",,,,,,,,"ZCTA5 00957",23353,"ZCTA5 00957",1397
"G00959","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00959",,,,,,,,"ZCTA5 00959",27478,"ZCTA5 00959",1881
"G00960","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00960",,,,,,,,"ZCTA5 00960",,"ZCTA5 00960",
"G00961","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00961",,,,,,,,"ZCTA5 00961",29180,"ZCTA5 00961",2354
"G00962","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00962",,,,,,,,"ZCTA5 00962",16035,"ZCTA5 00962",925
"G00965","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00965",,,,,,,,"ZCTA5 00965",16333,"ZCTA5 00965",2056
"G00966","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00966",,,,,,,,"ZCTA5 00966",50772,"ZCTA5 00966",4806
"G00968","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00968",,,,,,,,"ZCTA5 00968",46206,"ZCTA5 00968",6010
"G00969","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00969",,,,,,,,"ZCTA5 00969",52970,"ZCTA5 00969",2980
"G00971","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00971",,,,,,,,"ZCTA5 00971",21854,"ZCTA5 00971",2182
"G00976","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00976",,,,,,,,"ZCTA5 00976",29368,"ZCTA5 00976",1306
"G00979","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00979",,,,,,,,"ZCTA5 00979",36592,"ZCTA5 00979",5271
"G00982","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00982",,,,,,,,"ZCTA5 00982",25557,"ZCTA5 00982",2663
"G00983","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00983",,,,,,,,"ZCTA5 00983",26695,"ZCTA5 00983",1631
"G00985","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00985",,,,,,,,"ZCTA5 00985",22995,"ZCTA5 00985",1384
"G00987","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"00987",,,,,,,,"ZCTA5 00987",31698,"ZCTA5 00987",1403
"G01001","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01001",,,,,,,,"ZCTA5 01001",60161,"ZCTA5 01001",6553
"G01002","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01002",,,,,,,,"ZCTA5 01002",50540,"ZCTA5 01002",4075
"G01003","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01003",,,,,,,,"ZCTA5 01003",,"ZCTA5 01003",
"G01005","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01005",,,,,,,,"ZCTA5 01005",68786,"ZCTA5 01005",7663
"G01007","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01007",,,,,,,,"ZCTA5 01007",76881,"ZCTA5 01007",6970
"G01008","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01008",,,,,,,,"ZCTA5 01008",70417,"ZCTA5 01008",7219
"G01009","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01009",,,,,,,,"ZCTA5 01009",40833,"ZCTA5 01009",10008
"G01010","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01010",,,,,,,,"ZCTA5 01010",87961,"ZCTA5 01010",9189
"G01011","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01011",,,,,,,,"ZCTA5 01011",68000,"ZCTA5 01011",6176
"G01012","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01012",,,,,,,,"ZCTA5 01012",57019,"ZCTA5 01012",11598
"G01013","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01013",,,,,,,,"ZCTA5 01013",40774,"ZCTA5 01013",2447
"G01020","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01020",,,,,,,,"ZCTA5 01020",55665,"ZCTA5 01020",3210
"G01022","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01022",,,,,,,,"ZCTA5 01022",51500,"ZCTA5 01022",11299
"G01026","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01026",,,,,,,,"ZCTA5 01026",50625,"ZCTA5 01026",6229
"G01027","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01027",,,,,,,,"ZCTA5 01027",58324,"ZCTA5 01027",4957
"G01028","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01028",,,,,,,,"ZCTA5 01028",81655,"ZCTA5 01028",5229
"G01029","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01029",,,,,,,,"ZCTA5 01029",44545,"ZCTA5 01029",15826
"G01030","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01030",,,,,,,,"ZCTA5 01030",63026,"ZCTA5 01030",7173
"G01031","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01031",,,,,,,,"ZCTA5 01031",39750,"ZCTA5 01031",11444
"G01032","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01032",,,,,,,,"ZCTA5 01032",65625,"ZCTA5 01032",19240
"G01033","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01033",,,,,,,,"ZCTA5 01033",87222,"ZCTA5 01033",5906
"G01034","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01034",,,,,,,,"ZCTA5 01034",81688,"ZCTA5 01034",5131
"G01035","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01035",,,,,,,,"ZCTA5 01035",65625,"ZCTA5 01035",9359
"G01036","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01036",,,,,,,,"ZCTA5 01036",81018,"ZCTA5 01036",6660
"G01037","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01037",,,,,,,,"ZCTA5 01037",89118,"ZCTA5 01037",10984
"G01038","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01038",,,,,,,,"ZCTA5 01038",66607,"ZCTA5 01038",8411
"G01039","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01039",,,,,,,,"ZCTA5 01039",71167,"ZCTA5 01039",15994
"G01040","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01040",,,,,,,,"ZCTA5 01040",36608,"ZCTA5 01040",2486
"G01050","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01050",,,,,,,,"ZCTA5 01050",62446,"ZCTA5 01050",8083
"G01053","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01053",,,,,,,,"ZCTA5 01053",59948,"ZCTA5 01053",20241
"G01054","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01054",,,,,,,,"ZCTA5 01054",83333,"ZCTA5 01054",9110
"G01056","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01056",,,,,,,,"ZCTA5 01056",63548,"ZCTA5 01056",4289
"G01057","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01057",,,,,,,,"ZCTA5 01057",68156,"ZCTA5 01057",8171
"G01060","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01060",,,,,,,,"ZCTA5 01060",51651,"ZCTA5 01060",5349
"G01062","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01062",,,,,,,,"ZCTA5 01062",67939,"ZCTA5 01062",7780
"G01063","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01063",,,,,,,,"ZCTA5 01063",,"ZCTA5 01063",
"G01066","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01066",,,,,,,,"ZCTA5 01066",,"ZCTA5 01066",
"G01068","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01068",,,,,,,,"ZCTA5 01068",80313,"ZCTA5 01068",6010
"G01069","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01069",,,,,,,,"ZCTA5 01069",54141,"ZCTA5 01069",4181
"G01070","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01070",,,,,,,,"ZCTA5 01070",55938,"ZCTA5 01070",8569
"G01071","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01071",,,,,,,,"ZCTA5 01071",73611,"ZCTA5 01071",9539
"G01072","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01072",,,,,,,,"ZCTA5 01072",69250,"ZCTA5 01072",9674
"G01073","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01073",,,,,,,,"ZCTA5 01073",79858,"ZCTA5 01073",10310
"G01074","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01074",,,,,,,,"ZCTA5 01074",58713,"ZCTA5 01074",23469
"G01075","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01075",,,,,,,,"ZCTA5 01075",60248,"ZCTA5 01075",5214
"G01077","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01077",,,,,,,,"ZCTA5 01077",80444,"ZCTA5 01077",6756
"G01079","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01079",,,,,,,,"ZCTA5 01079",42845,"ZCTA5 01079",29616
"G01080","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01080",,,,,,,,"ZCTA5 01080",42946,"ZCTA5 01080",10969
"G01081","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01081",,,,,,,,"ZCTA5 01081",50393,"ZCTA5 01081",7131
"G01082","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01082",,,,,,,,"ZCTA5 01082",49500,"ZCTA5 01082",5638
"G01083","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01083",,,,,,,,"ZCTA5 01083",41600,"ZCTA5 01083",11559
"G01084","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01084",,,,,,,,"ZCTA5 01084",49444,"ZCTA5 01084",10503
"G01085","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01085",,,,,,,,"ZCTA5 01085",61546,"ZCTA5 01085",4079
"G01086","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01086",,,,,,,,"ZCTA5 01086",,"ZCTA5 01086",
"G01088","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01088",,,,,,,,"ZCTA5 01088",61750,"ZCTA5 01088",33408
